,company_id,sector,segment,industry,company_size,revenue
90,comp_85ecc7c37003,sec_5fb21c55bb11,Commercial_Scale,ind_5fb21c55bb11,5001,2212256
91,comp_6c676d28e1ec,sec_9d8153193942,Micro,ind_135b1d02b8a4,89,108651
92,comp_f82718a3e09a,sec_e61177ed3f58,Small_business,ind_87e668429aa4,64,111627
93,comp_2687d8d66870,sec_none,Commercial_Scale,ind_c62262806778,5001,632592
94,comp_f236f371ab19,sec_1bc3700e30b8,Public_Small_Medium,ind_70e651d86261,500,105991
95,comp_6a9d1bf7c48c,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,150,103885
96,comp_709bb77d458d,sec_28f0e3119b87,Large_business,ind_28f0e3119b87,533,169121
97,comp_632311f6f48b,sec_5fb21c55bb11,Large_business,ind_5fb21c55bb11,244,113454
98,comp_9aecb94b79b8,sec_1a54105881cc,Public_Large,ind_3130d6859b0a,1000,103348
99,comp_7c0e56cd5d58,sec_07f5ebaa60c6,Public_Small_Medium,ind_f2f98412ca9a,100,103782
100,comp_29c2b09da389,sec_5fb21c55bb11,Commercial_Scale,ind_5fb21c55bb11,5000,1298136
101,comp_321a80e7e2cb,sec_1a54105881cc,Public_Large,ind_c3c0ab208b3b,492,259146
102,comp_1defc0090dab,sec_e61177ed3f58,Large_business,ind_17fc30c258ad,200,106007
103,comp_4183fd8f65b5,sec_9d8153193942,Large_business,ind_135b1d02b8a4,252,115888
104,comp_56f820216126,sec_9d370c38febe,Small_business,ind_316195b443c6,75,107278
105,comp_607cb7b3c1b8,sec_1bc3700e30b8,Public_Small_Medium,ind_11d103ed33f7,100,104734
106,comp_65ef5eb74f3b,sec_9d8153193942,Small_business,ind_135b1d02b8a4,30,109109
107,comp_c58657b3d11b,sec_9d370c38febe,Small_business,ind_68dcca58a1ed,52,103817
108,comp_e210d65bfd4f,sec_9d8153193942,Medium_business,ind_135b1d02b8a4,196,111857
109,comp_aceccd1739dd,sec_1bc3700e30b8,Public_Small_Medium,ind_70e651d86261,50,101727
110,comp_d2bdbd9487f9,sec_9d370c38febe,Large_business,ind_316195b443c6,462,109252
111,comp_2082c8501dc6,sec_28f0e3119b87,Large_business,ind_28f0e3119b87,78,114126
112,comp_dc77fb8cf4d0,sec_e61177ed3f58,Small_business,ind_17fc30c258ad,5001,182841
113,comp_b5c980fffb4f,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,50,111160
114,comp_d1a7ae38f913,sec_5fb21c55bb11,Medium_business,ind_5fb21c55bb11,217,112487
115,comp_6cad3cd11e12,sec_28f0e3119b87,Small_business,ind_3e7addd410b4,51,105199
116,comp_1ce1b5f57073,sec_9d8153193942,Medium_business,ind_135b1d02b8a4,89,104349
117,comp_9cdce7c13577,sec_07f5ebaa60c6,Public_Small_Medium,ind_d2091f85a3a3,5000,112736
118,comp_740061295d72,sec_5fb21c55bb11,Medium_business,ind_5fb21c55bb11,140,110111
119,comp_f92478b0a3c4,sec_1bc3700e30b8,Public_Small_Medium,ind_34ea208071c4,100,104268
120,comp_ba5bcc993dd6,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,50,112784
121,comp_1a3bb4e5ecc3,sec_9d370c38febe,Micro,ind_68dcca58a1ed,100,108999
122,comp_c5d550eacb52,sec_9d8153193942,Large_business,ind_135b1d02b8a4,284,104908
123,comp_b8110b78ed60,sec_9d8153193942,Large_business,ind_135b1d02b8a4,43,116657
124,comp_769e2878484a,sec_9d8153193942,Small_business,ind_135b1d02b8a4,24,108262
125,comp_a978eeb425ff,sec_1bc3700e30b8,Public_Small_Medium,ind_11d103ed33f7,250,107271
126,comp_b45e04ff5879,sec_28f0e3119b87,Large_business,ind_28f0e3119b87,599,122024
127,comp_7f7753cd40be,sec_9d370c38febe,Medium_business,ind_316195b443c6,183,122716
128,comp_1c08a13dff68,sec_1bc3700e30b8,Public_Large,ind_5ffda163ccd7,5001,112634
129,comp_94b9f558cd37,sec_1bc3700e30b8,Public_Small_Medium,ind_24d25168a608,нет данных,104798
130,comp_ba39b29501d6,sec_07f5ebaa60c6,Public_Large,ind_4ad3e94e2ec5,100,108707
131,comp_787ba9ec27d7,sec_9d370c38febe,Micro,ind_316195b443c6,6,103844
132,comp_f1e8685c503c,sec_1bc3700e30b8,Public_Small_Medium,ind_70e651d86261,66,103036
133,comp_e24792e290f0,sec_1bc3700e30b8,Public_Large,ind_34ea208071c4,100,106185
134,comp_411031bc3e4d,sec_9d8153193942,Large_business,ind_10e261bd7cd8,600,116435
135,comp_95b5558b81c6,sec_07f5ebaa60c6,Public_Large,ind_a6e9857962ea,1000,110028
136,comp_5ce9538259e6,sec_9d370c38febe,Business_Scale,ind_68dcca58a1ed,нет данных,105804
137,comp_f23bcf91da50,sec_e61177ed3f58,Small_business,ind_17fc30c258ad,500,110279
138,comp_e73537e1e454,sec_9d370c38febe,Medium_business,ind_5a85cf5980c3,67,106178
139,comp_2e6375154559,sec_5fb21c55bb11,Large_business,ind_5fb21c55bb11,450,136354
140,comp_ca4c7ce39465,sec_9d370c38febe,Small_business,ind_316195b443c6,156,120928
141,comp_347434998fcb,sec_28f0e3119b87,Medium_business,ind_28f0e3119b87,150,104650
142,comp_bb93874b8bed,sec_9d8153193942,Commercial_Scale,ind_135b1d02b8a4,192,108850
143,comp_d99bc638be74,sec_1a54105881cc,Not_Specified,ind_c3c0ab208b3b,125,116370
144,comp_b66f82a12116,sec_5fb21c55bb11,Large_business,ind_5fb21c55bb11,120,379392
145,comp_ced359574593,sec_07f5ebaa60c6,Public_Small_Medium,ind_d2091f85a3a3,50,111364
146,comp_567653b02577,sec_9d370c38febe,Micro,ind_316195b443c6,17,112081
147,comp_d5a97e6a9a87,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,100,110149
148,comp_a8943488564a,sec_e61177ed3f58,Large_business,ind_17fc30c258ad,134,111543
149,comp_a9100df9f572,sec_5fb21c55bb11,Large_business,ind_5fb21c55bb11,50,107792
150,comp_85ea14f3d09d,sec_none,Medium_business,ind_none,5000,101724
151,comp_269f6c1c627d,sec_5fb21c55bb11,Micro,ind_5fb21c55bb11,1,109982
152,comp_09e2ffb64e52,sec_9d370c38febe,Small_business,ind_316195b443c6,31,110298
153,comp_5d7f0d6a96d8,sec_9d8153193942,Small_business,ind_135b1d02b8a4,31,101885
154,comp_2084b3f971e2,sec_1bc3700e30b8,Public_Large,ind_5ffda163ccd7,500,115887
155,comp_bdb04477a153,sec_1bc3700e30b8,Public_Small_Medium,ind_70e651d86261,1000,106538
156,comp_dbb722866eb1,sec_9d8153193942,Small_business,ind_135b1d02b8a4,67,110575
157,comp_8175463a7efa,sec_28f0e3119b87,Small_business,ind_28f0e3119b87,74,102255
158,comp_4db08d152851,sec_1a54105881cc,Public_Large,ind_c3c0ab208b3b,113,117249
159,comp_fa0f7810d993,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,150,107516
160,comp_57685febe956,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,100,107390
161,comp_a559d0b6ff0e,sec_9d8153193942,Micro,ind_135b1d02b8a4,81,107190
162,comp_2fa2df58c0ee,sec_1bc3700e30b8,Public_Small_Medium,ind_70e651d86261,100,103520
163,comp_d07252b85a36,sec_9d8153193942,Small_business,ind_135b1d02b8a4,72,102404
164,comp_023c3f77c9e5,sec_5fb21c55bb11,Medium_business,ind_5fb21c55bb11,163,103504
165,comp_568f8c3a75af,sec_9d370c38febe,Medium_business,ind_316195b443c6,198,113362
166,comp_e65d1b354886,sec_5fb21c55bb11,Small_business,ind_5fb21c55bb11,83,103316
167,comp_f6762b33bbc9,sec_07f5ebaa60c6,Public_Large,ind_a6e9857962ea,5000,107455
168,comp_bc11cc32b5a2,sec_1a54105881cc,Public_Large,ind_3130d6859b0a,150,111706
169,comp_5544212c1e8f,sec_1a54105881cc,Public_Large,ind_c3c0ab208b3b,591,112236
170,comp_8bbbd0863bb7,sec_5fb21c55bb11,Business_Scale,ind_5fb21c55bb11,500,359586
171,comp_9eb26ef2d3bf,sec_1a54105881cc,Public_Large,ind_c3c0ab208b3b,72,104107
172,comp_b8b3df53139a,sec_1a54105881cc,Public_Large,ind_c3c0ab208b3b,201,105198
173,comp_45b252ef45ed,sec_9d370c38febe,Large_business,ind_68dcca58a1ed,774,123645
174,comp_a87dde36c6b5,sec_28f0e3119b87,Small_business,ind_28f0e3119b87,54,109915
175,comp_5f79ecbb3ccd,sec_e61177ed3f58,Micro,ind_17fc30c258ad,5,103997
176,comp_dc676f6a53fa,sec_1bc3700e30b8,Public_Large,ind_24d25168a608,250,104939
177,comp_4f91937e3cef,sec_9d370c38febe,Large_business,ind_316195b443c6,176,114647
178,comp_b884a3268c3b,sec_28f0e3119b87,Small_business,ind_28f0e3119b87,72,108298
179,comp_e4e3ba3f25d9,sec_1bc3700e30b8,Public_Large,ind_70e651d86261,нет данных,107798
180,comp_198b627ef696,sec_9d370c38febe,Business_Scale,ind_68dcca58a1ed,2,110368
181,comp_316cbef25179,sec_5fb21c55bb11,Commercial_Scale,ind_5fb21c55bb11,715,112876
182,comp_50498c9cfc44,sec_1bc3700e30b8,Public_Small_Medium,ind_34ea208071c4,23,109331
183,comp_860d3c4a1ed7,sec_1bc3700e30b8,Public_Small_Medium,ind_11d103ed33f7,50,109160
184,comp_d56b3c4a2e18,sec_9d370c38febe,Medium_business,ind_316195b443c6,197,121533
185,comp_e64f34d057fc,sec_5fb21c55bb11,Medium_business,ind_5fb21c55bb11,205,122633
186,comp_b844b57854aa,sec_1bc3700e30b8,Public_Small_Medium,ind_24d25168a608,500,102682
187,comp_6e0431eb2d19,sec_5fb21c55bb11,Medium_business,ind_5fb21c55bb11,265,103984
188,comp_b55438e6bf63,sec_9d8153193942,Commercial_Scale,ind_135b1d02b8a4,579,111761
189,comp_4d47e7762125,sec_9d370c38febe,Small_business,ind_68dcca58a1ed,48,103276
190,comp_2eba855f603f,sec_1a54105881cc,Public_Small_Medium,ind_4cc8fee220ce,5000,109094
191,comp_f82a40c51bbb,sec_9d370c38febe,Small_business,ind_5a85cf5980c3,65,105867
192,comp_57fabc679c74,sec_1a54105881cc,Public_Large,ind_c3c0ab208b3b,344,168076
193,comp_5a3c9f5a5b82,sec_9d8153193942,Commercial_Scale,ind_135b1d02b8a4,14830,445417
194,comp_6a545d99731d,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,150,105609
195,comp_0f82388de5ba,sec_e61177ed3f58,Commercial_Scale,ind_87e668429aa4,328,110646
196,comp_76b9032ba39a,sec_1a54105881cc,Public_Large,ind_810e67ec1ed5,242,131215
197,comp_9bd91175bba5,sec_1a54105881cc,Public_Small_Medium,ind_3130d6859b0a,500,112313
198,comp_60d7865583e8,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,150,107300
199,comp_7a2b338f9e2b,sec_9d370c38febe,Small_business,ind_316195b443c6,36,102356
200,comp_f59007b2d1b8,sec_07f5ebaa60c6,Public_Small_Medium,ind_f2f98412ca9a,50,104421
201,comp_03435414514b,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,50,111210
202,comp_9f79e22d844a,sec_28f0e3119b87,Large_business,ind_28f0e3119b87,598,111535
203,comp_4b4865e7e662,sec_9d370c38febe,Commercial_Scale,ind_68dcca58a1ed,5001,700061
204,comp_4189385596aa,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,150,103336
205,comp_3e77dde288af,sec_1a54105881cc,Public_Large,ind_810e67ec1ed5,100,104819
206,comp_32581df1fb02,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,1000,111933
207,comp_e70e01050ea7,sec_5fb21c55bb11,Large_business,ind_5fb21c55bb11,1000,138112
208,comp_9e719d5c53bb,sec_9d370c38febe,Large_business,ind_316195b443c6,127,111787
209,comp_9291b9d26f77,sec_1a54105881cc,Public_Small_Medium,ind_f069a08f84f4,151,109851
210,comp_be26ccc990ec,sec_07f5ebaa60c6,Public_Small_Medium,ind_d2091f85a3a3,50,104613
211,comp_146474d8c08a,sec_9d370c38febe,Large_business,ind_316195b443c6,223,116649
212,comp_4cdf2e5bd63b,sec_9d8153193942,Medium_business,ind_135b1d02b8a4,145,102072
213,comp_29e796656e76,sec_5fb21c55bb11,Small_business,ind_5fb21c55bb11,166,107672
214,comp_8efd5f96f92a,sec_1bc3700e30b8,Public_Large,ind_5ffda163ccd7,5000,110550
215,comp_baf6e44c636f,sec_e61177ed3f58,Large_business,ind_87e668429aa4,741,114676
216,comp_366cbb77ec03,sec_5fb21c55bb11,Large_business,ind_5fb21c55bb11,91,113724
217,comp_cb94d4a00351,sec_e61177ed3f58,Small_business,ind_17fc30c258ad,76,106122
218,comp_63b3e0e95e98,sec_5fb21c55bb11,Medium_business,ind_5fb21c55bb11,500,107298
219,comp_3a83fc5ff022,sec_9d8153193942,Small_business,ind_135b1d02b8a4,64,105748
220,comp_a0bce1beda14,sec_5fb21c55bb11,Small_business,ind_5fb21c55bb11,119,142068
221,comp_0077c29db87d,sec_9d370c38febe,Medium_business,ind_316195b443c6,18,107474
222,comp_324238e4ec6e,sec_9d8153193942,Small_business,ind_135b1d02b8a4,87,108010
223,comp_43ca7bf45ca2,sec_1bc3700e30b8,Public_Large,ind_5ffda163ccd7,1000,112578
224,comp_983ce73035ab,sec_1bc3700e30b8,Public_Small_Medium,ind_24d25168a608,150,112448
225,comp_399ecf1e4962,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,5000,103758
226,comp_4d2872074eb6,sec_1bc3700e30b8,Public_Large,ind_5ffda163ccd7,1000,109534
227,comp_e0ffa7b88c3b,sec_e61177ed3f58,Micro,ind_87e668429aa4,23,109315
228,comp_85c42146e91c,sec_9d370c38febe,Medium_business,ind_05836cac67a6,51,101938
229,comp_7b27f04621e8,sec_07f5ebaa60c6,Public_Small_Medium,ind_a6e9857962ea,500,103864
230,comp_6d2bd5f3b3e8,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,100,109108
231,comp_200892e895a6,sec_5fb21c55bb11,Large_business,ind_5fb21c55bb11,200,109088
232,comp_a928d3df02d1,sec_9d370c38febe,Small_business,ind_316195b443c6,56,108319
233,comp_c0b4bab99e4f,sec_1bc3700e30b8,Undefined,ind_70e651d86261,33,108893
234,comp_69499c618115,sec_07f5ebaa60c6,Public_Large,ind_4be77ceafe79,5000,108761
235,comp_bcfbe8b2ebea,sec_9d370c38febe,Large_business,ind_316195b443c6,1000,137270
236,comp_e02232739b19,sec_e61177ed3f58,Small_business,ind_87e668429aa4,76,107987
237,comp_a5ae95d35f33,sec_5fb21c55bb11,Large_business,ind_5fb21c55bb11,196,119870
238,comp_6e5dffc3c808,sec_1a54105881cc,Public_Large,ind_f069a08f84f4,70,106356
239,comp_b6fa46118451,sec_07f5ebaa60c6,Public_Small_Medium,ind_f2f98412ca9a,150,108246
240,comp_d6f0ec36744d,sec_1bc3700e30b8,Public_Small_Medium,ind_70e651d86261,208,106028
241,comp_fb1eeb892703,sec_9d8153193942,Business_Scale,ind_135b1d02b8a4,5000,331400
242,comp_b3656e27cd5f,sec_9d370c38febe,Micro,ind_316195b443c6,10,105408
243,comp_4a0625f1386e,sec_5fb21c55bb11,Large_business,ind_5fb21c55bb11,833,156098
244,comp_cf66f5a7a225,sec_5fb21c55bb11,Business_Scale,ind_5fb21c55bb11,5001,551424
245,comp_ee958ab4802d,sec_1bc3700e30b8,Public_Small_Medium,ind_70e651d86261,100,112783
246,comp_66a0057789f8,sec_e61177ed3f58,Medium_business,ind_87e668429aa4,217,104860
247,comp_c82f13d62409,sec_9d8153193942,Small_business,ind_135b1d02b8a4,41,111581
248,comp_1b11a2046b26,sec_9d370c38febe,Medium_business,ind_316195b443c6,195,102593
249,comp_0604ce2dfa41,sec_9d8153193942,Small_business,ind_135b1d02b8a4,43,102770
250,comp_df148f13fcf7,sec_9d8153193942,Small_business,ind_135b1d02b8a4,41,103358
251,comp_43c9ce57b56e,sec_9d8153193942,Small_business,ind_135b1d02b8a4,56,111105
252,comp_20b2bafdb60d,sec_e61177ed3f58,Business_Scale,ind_17fc30c258ad,2558,108860
253,comp_e718e374865a,sec_07f5ebaa60c6,Public_Small_Medium,ind_f2f98412ca9a,500,106544
254,comp_861e40042f42,sec_1bc3700e30b8,Public_Small_Medium,ind_11d103ed33f7,50,101301
255,comp_4880f02ed303,sec_5fb21c55bb11,Small_business,ind_5fb21c55bb11,25,108158
256,comp_97bb7c328f91,sec_1bc3700e30b8,Public_Small_Medium,ind_70e651d86261,12,108201
257,comp_641e80a53c90,sec_9d370c38febe,Medium_business,ind_316195b443c6,268,102897
258,comp_7b7b8205e053,sec_9d8153193942,Small_business,ind_135b1d02b8a4,39,101205
259,comp_bc3858feb75f,sec_1bc3700e30b8,Public_Large,ind_5ffda163ccd7,5001,111737
260,comp_0fb27d232664,sec_9d370c38febe,Small_business,ind_68dcca58a1ed,50,100976
261,comp_0cfbb6b10eba,sec_9d8153193942,Micro,ind_135b1d02b8a4,21,105777
262,comp_81d328249abf,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,100,108060
263,comp_e153cfd012be,sec_9d370c38febe,Small_business,ind_68dcca58a1ed,28,102831
264,comp_1d28467b6905,sec_1bc3700e30b8,Public_Large,ind_5ffda163ccd7,500,106174
265,comp_062812c8e776,sec_28f0e3119b87,Medium_business,ind_28f0e3119b87,112,106126
266,comp_8079cd12026a,sec_9d370c38febe,Small_business,ind_316195b443c6,75,107254
267,comp_f76ac15d22e0,sec_1a54105881cc,Public_Small_Medium,ind_c3c0ab208b3b,54,112531
268,comp_da1ab932bd59,sec_07f5ebaa60c6,Public_Large,ind_a6e9857962ea,5000,110780
269,comp_c629b4b1ed56,sec_e61177ed3f58,Commercial_Scale,ind_17fc30c258ad,5001,234748
270,comp_927756d1694c,sec_9d370c38febe,Medium_business,ind_316195b443c6,313,142503
271,comp_430f51b67e70,sec_5fb21c55bb11,Medium_business,ind_5fb21c55bb11,269,122680
272,comp_fb795abc6a0c,sec_1a54105881cc,Public_Small_Medium,ind_f069a08f84f4,172,107838
273,comp_b292f222f621,sec_9d370c38febe,Micro,ind_316195b443c6,76,108187
274,comp_8e4e7685a1ff,sec_5fb21c55bb11,Commercial_Scale,ind_5fb21c55bb11,200,294906
275,comp_0447816763a3,sec_9d370c38febe,Small_business,ind_316195b443c6,68,113814
276,comp_8e13ddb4bc89,sec_1bc3700e30b8,Public_Small_Medium,ind_34ea208071c4,100,105418
277,comp_3ffe4eac8293,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,500,104661
278,comp_c12af7b93c9f,sec_07f5ebaa60c6,Public_Large,ind_f2f98412ca9a,50,107074
