Unnamed: 0,row_id,company_id,sale_id,sale_date,product_name,product_sum,sale_type,product_duration,sale_year,sale_month,sale_day,sale_quarter,sale_dayofweek,is_weekend,sale_year_month
26,row_cd98772c8f2e,comp_bd6386e0edef,sal_ade6502c264b,2021-06-05,Расширения,10000,Возврат,12,2021,6,5,2,5,True,2021-06
27,row_6d15c75bb3d2,comp_bd6386e0edef,sal_13760fb9b1e6,2020-02-17,Расширения,11000,Продление,1,2020,2,17,1,0,False,2020-02
28,row_f92c1858ce07,comp_bd6386e0edef,sal_ade6502c264b,2021-06-05,Тарифы Webinar СМБ,19000,Возврат,12,2021,6,5,2,5,True,2021-06
29,row_0cc6500c9bbc,comp_2da3f008aac6,sal_4d276c5003ee,2019-09-21,Расширения,10000,Продление,1,2019,9,21,3,5,True,2019-09
30,row_9558f308eefb,comp_2da3f008aac6,sal_4d276c5003ee,2019-09-21,Расширения,10000,Продление,1,2019,9,21,3,5,True,2019-09
31,row_2a3dc4268aba,comp_2da3f008aac6,sal_0838fc7c4ed7,2019-08-23,Enterprise-100,12000,Новая,12,2019,8,23,3,4,False,2019-08
32,row_2d870edb4ff7,comp_2da3f008aac6,sal_0838fc7c4ed7,2019-08-23,Расширения,10000,Новая,12,2019,8,23,3,4,False,2019-08
33,row_7701c74de063,comp_0af629134810,sal_75b85c8a652f,2020-04-26,Enterprise-100,15000,Новая,9,2020,4,26,2,6,True,2020-04
34,row_71b39bf257fa,comp_0af629134810,sal_960aee5b0292,2022-02-12,Enterprise-100,18000,Продление,12,2022,2,12,1,5,True,2022-02
35,row_a0199f048e01,comp_0af629134810,sal_75b85c8a652f,2020-04-26,Расширения,10000,Новая,9,2020,4,26,2,6,True,2020-04
36,row_fcde74d0dae3,comp_0af629134810,sal_960aee5b0292,2022-02-12,Расширения,10000,Продление,12,2022,2,12,1,5,True,2022-02
37,row_2d2ed1c2c300,comp_0af629134810,sal_43adf0c96a39,2021-01-26,Enterprise-100,17000,Продление,12,2021,1,26,1,1,False,2021-01
38,row_0cd8d0b2a49e,comp_0af629134810,sal_43adf0c96a39,2021-01-26,Расширения,10000,Продление,12,2021,1,26,1,1,False,2021-01
39,row_24421e2f5a95,comp_48ab1190c0c9,sal_87b7cdf073ed,2021-08-23,Расширения,11000,Продление,12,2021,8,23,3,0,False,2021-08
40,row_bdd5062ef1af,comp_48ab1190c0c9,sal_87b7cdf073ed,2021-08-23,Тарифы Webinar СМБ,12000,Продление,12,2021,8,23,3,0,False,2021-08
41,row_a39fedc7ac67,comp_48ab1190c0c9,sal_8d08af389189,2020-08-23,Тарифы Webinar СМБ,13000,Продление,12,2020,8,23,3,6,True,2020-08
42,row_4ec3a8225b58,comp_48ab1190c0c9,sal_34de3ae37290,2022-08-23,Расширения,12000,Продление,12,2022,8,23,3,1,False,2022-08
43,row_b0c9cd71b6e6,comp_48ab1190c0c9,sal_34de3ae37290,2022-08-23,Тарифы Webinar СМБ,13000,Продление,12,2022,8,23,3,1,False,2022-08
44,row_cdbc64a2a64f,comp_48ab1190c0c9,sal_cfad2d0e868d,2017-07-23,Тарифы Webinar СМБ,12000,,12,2017,7,23,3,6,True,2017-07
45,row_7ea26eece581,comp_48ab1190c0c9,sal_5756afe45f9e,2016-07-23,Тарифы Webinar СМБ,12000,,12,2016,7,23,3,5,True,2016-07
46,row_d0c5a22099be,comp_48ab1190c0c9,sal_8d08af389189,2020-08-23,Расширения,12000,Продление,12,2020,8,23,3,6,True,2020-08
47,row_b17cb2b3d629,comp_48ab1190c0c9,sal_86322faf5838,2023-08-23,Тарифы Webinar СМБ,13000,Продление,12,2023,8,23,3,2,False,2023-08
48,row_d3ab934fec0c,comp_48ab1190c0c9,sal_c017663f1f2c,2016-02-14,Тарифы Webinar СМБ,11000,Новая,6,2016,2,14,1,6,True,2016-02
49,row_7afa140f105b,comp_48ab1190c0c9,sal_c51080817d75,2019-08-23,Расширения,12000,Продление,12,2019,8,23,3,4,False,2019-08
50,row_3db9eae3d0e0,comp_48ab1190c0c9,sal_c51080817d75,2019-08-23,Тарифы Webinar СМБ,12000,Продление,12,2019,8,23,3,4,False,2019-08
51,row_5d54953c3da5,comp_48ab1190c0c9,sal_0728e5f11eeb,2018-07-23,Тарифы Webinar СМБ,12000,,13,2018,7,23,3,0,False,2018-07
52,row_3350d20dcdeb,comp_48ab1190c0c9,sal_0728e5f11eeb,2018-07-23,Расширения,12000,,13,2018,7,23,3,0,False,2018-07
53,row_1c699ad3e7b3,comp_48ab1190c0c9,sal_86322faf5838,2023-08-23,Расширения,12000,Продление,12,2023,8,23,3,2,False,2023-08
54,row_34b415b6d97f,comp_27010fd3d83b,sal_e1ae0c84beb0,2020-10-20,Тарифы Webinar СМБ,10000,Новая,1,2020,10,20,4,1,False,2020-10
55,row_c47cb7eb27f8,comp_27010fd3d83b,sal_61a50de4c074,2021-03-09,Тарифы Webinar СМБ,10000,Продление,1,2021,3,9,1,1,False,2021-03
56,row_54cec76ca470,comp_27010fd3d83b,sal_0e41ba9dbc0d,2021-02-09,Тарифы Webinar СМБ,10000,Продление,1,2021,2,9,1,1,False,2021-02
57,row_af562f7d8f38,comp_27010fd3d83b,sal_7a1e44086b07,2020-11-25,Тарифы Webinar СМБ,10000,Новая,1,2020,11,25,4,2,False,2020-11
58,row_51cfd8fc267b,comp_27010fd3d83b,sal_e169fbe0293d,2021-04-10,Тарифы Webinar СМБ,10000,Продление,1,2021,4,10,2,5,True,2021-04
59,row_b19896993092,comp_409fa64e7cde,sal_bdc5513bf6c2,2022-06-07,Тарифы Webinar СМБ,20000,Продление,24,2022,6,7,2,1,False,2022-06
60,row_d3bc48639ddb,comp_409fa64e7cde,sal_844f5e950a35,2021-06-07,Тарифы Webinar СМБ,16000,Новая,12,2021,6,7,2,0,False,2021-06
61,row_f6293390bdb6,comp_9f6f77b24bf9,sal_23529132e061,2022-03-18,Тарифы Webinar СМБ,11000,Расширение,12,2022,3,18,1,4,False,2022-03
62,row_f8d4b768a991,comp_9f6f77b24bf9,sal_d628fee01cd1,2021-03-17,Тарифы Webinar СМБ,11000,Новая,12,2021,3,17,1,2,False,2021-03
63,row_52d30bc23392,comp_9f6f77b24bf9,sal_bd361bd0fd36,2023-03-18,Тарифы Webinar СМБ,11000,Продление,12,2023,3,18,1,5,True,2023-03
64,row_2dc4c9e90f3d,comp_a3e088cbfd09,sal_f4c4eb20177d,2015-03-10,Enterprise-150,16000,,12,2015,3,10,1,1,False,2015-03
65,row_cb01bed72919,comp_a3e088cbfd09,sal_67373e62b5f5,2016-06-07,Enterprise-150,16000,Новая,12,2016,6,7,2,1,False,2016-06
66,row_91ec50d3a0fc,comp_a3e088cbfd09,sal_3dd0eae246b1,2017-06-07,Enterprise-150,17000,,12,2017,6,7,2,2,False,2017-06
67,row_b7a1b1e486c1,comp_914b2dca844d,sal_653c815d3b0d,2020-09-29,Enterprise-300,15000,Новая,6,2020,9,29,3,1,False,2020-09
68,row_02a8d45d2a6a,comp_914b2dca844d,sal_653c815d3b0d,2020-09-29,Расширения,11000,Новая,6,2020,9,29,3,1,False,2020-09
69,row_2556aa73ce7f,comp_914b2dca844d,sal_36c983ac82b7,2021-03-29,Enterprise-300,20000,Продление,12,2021,3,29,1,0,False,2021-03
70,row_9a9c1337b2da,comp_914b2dca844d,sal_36c983ac82b7,2021-03-29,Расширения,11000,Продление,12,2021,3,29,1,0,False,2021-03
71,row_506070eced0e,comp_914b2dca844d,sal_9cffa86836af,2022-03-29,Расширения,12000,Продление,24,2022,3,29,1,1,False,2022-03
72,row_928242f36a03,comp_914b2dca844d,sal_9cffa86836af,2022-03-29,Enterprise-150,28000,Продление,24,2022,3,29,1,1,False,2022-03
73,row_910421daccb0,comp_9a7268cb324d,sal_5a7492b56602,2022-08-26,Расширения,21000,Новая,39,2022,8,26,3,4,False,2022-08
74,row_1f9a4ab0c5be,comp_45a24280328a,sal_9ad5d2a1d2bf,2017-10-29,Тарифы Webinar СМБ,11000,,1,2017,10,29,4,6,True,2017-10
75,row_0b562eba4c30,comp_45a24280328a,sal_86708d15c5c6,2014-10-01,Тарифы Webinar СМБ,11000,Новая,3,2014,10,1,4,2,False,2014-10
76,row_3aed0a1b5f3e,comp_bb72ae7e9d94,sal_e32d36bf9585,2015-01-26,Тарифы Webinar СМБ,10000,,2,2015,1,26,1,0,False,2015-01
77,row_e176302d5787,comp_bfc2e3d26f2f,sal_671e36a332b2,2021-05-26,Тарифы Webinar СМБ,10000,Продление,1,2021,5,26,2,2,False,2021-05
78,row_deacdb16c59c,comp_bfc2e3d26f2f,sal_15e61cdb2086,2021-07-03,Тарифы Webinar СМБ,10000,Продление,1,2021,7,3,3,5,True,2021-07
79,row_07fc573c2271,comp_bfc2e3d26f2f,sal_f7372bf30794,2021-03-16,Тарифы Webinar СМБ,10000,Продление,1,2021,3,16,1,1,False,2021-03
80,row_0edc6a6428a9,comp_bfc2e3d26f2f,sal_137e1cf70fe4,2021-02-08,Тарифы Webinar СМБ,10000,Продление,1,2021,2,8,1,0,False,2021-02
81,row_c97b79553216,comp_bfc2e3d26f2f,sal_9d5042bd2c04,2021-04-16,Тарифы Webinar СМБ,10000,Продление,1,2021,4,16,2,4,False,2021-04
82,row_125f742fcd68,comp_bfc2e3d26f2f,sal_469ed3efa150,2020-09-21,Тарифы Webinar СМБ,10000,Новая,1,2020,9,21,3,0,False,2020-09
83,row_c26d936ce5b4,comp_bfc2e3d26f2f,sal_b94b6be2c8f4,2021-09-12,Тарифы Webinar СМБ,10000,Продление,1,2021,9,12,3,6,True,2021-09
84,row_bf09c25c172e,comp_bfc2e3d26f2f,sal_7f1cde44250d,2020-10-21,Тарифы Webinar СМБ,10000,Продление,1,2020,10,21,4,2,False,2020-10
85,row_429e3d896e8f,comp_bfc2e3d26f2f,sal_9fac6a0c6e57,2021-10-12,Тарифы Webinar СМБ,10000,Продление,1,2021,10,12,4,1,False,2021-10
86,row_187357639f3f,comp_bfc2e3d26f2f,sal_49d8670d9173,2020-12-01,Тарифы Webinar СМБ,10000,Продление,1,2020,12,1,4,1,False,2020-12
87,row_bc26cae6e8b1,comp_bfc2e3d26f2f,sal_fb1ea771868d,2021-11-14,Тарифы Webinar СМБ,11000,Расширение,12,2021,11,14,4,6,True,2021-11
88,row_f46f774329e9,comp_7ef5adbbd889,sal_8c75cb89441a,2020-11-10,Тарифы Webinar СМБ,10000,Новая,1,2020,11,10,4,1,False,2020-11
89,row_3747696b4b4f,comp_4dad78cf04c9,sal_a1c3199ad3f1,2018-01-23,Расширения,12000,,12,2018,1,23,1,1,False,2018-01
90,row_9ebd436430cc,comp_4dad78cf04c9,sal_ba1077c34969,2018-06-30,Расширения,11000,,1,2018,6,30,2,5,True,2018-06
91,row_009f9f1a67fb,comp_4dad78cf04c9,sal_2b94ee6a7e20,2021-12-22,Расширения,13000,Продление,13,2021,12,22,4,2,False,2021-12
92,row_f2a3697eaf8c,comp_4dad78cf04c9,sal_38c462e39bb2,2022-12-25,Enterprise-500,30000,Продление,13,2022,12,25,4,6,True,2022-12
93,row_61746a4d55cd,comp_4dad78cf04c9,sal_38c462e39bb2,2022-12-25,Расширения,13000,Продление,13,2022,12,25,4,6,True,2022-12
94,row_38640416aa65,comp_4dad78cf04c9,sal_2b94ee6a7e20,2021-12-22,Расширения,10000,Продление,13,2021,12,22,4,2,False,2021-12
95,row_99348f574c54,comp_4dad78cf04c9,sal_a1c3199ad3f1,2018-01-23,Enterprise-300,20000,,12,2018,1,23,1,1,False,2018-01
96,row_d00d1fc597df,comp_4dad78cf04c9,sal_2b94ee6a7e20,2021-12-22,Enterprise-500,26000,Продление,13,2021,12,22,4,2,False,2021-12
97,row_d62dec67e1b5,comp_4dad78cf04c9,sal_a1c3199ad3f1,2018-01-23,Расширения,10000,,12,2018,1,23,1,1,False,2018-01
98,row_d300616db417,comp_4dad78cf04c9,sal_38c462e39bb2,2022-12-25,Расширения,10000,Продление,13,2022,12,25,4,6,True,2022-12
99,row_0138d51c89ab,comp_4dad78cf04c9,sal_e7437b7d3a48,2017-01-23,Enterprise-300,19000,,12,2017,1,23,1,0,False,2017-01
100,row_7f7878edc143,comp_4dad78cf04c9,sal_738d3693b0f4,2020-01-22,Enterprise-300,20000,Продление,12,2020,1,22,1,2,False,2020-01
101,row_a1c499b79a7c,comp_4dad78cf04c9,sal_43173e9b993a,2019-01-23,Enterprise-300,20000,Продление,12,2019,1,23,1,2,False,2019-01
102,row_115e54ca3b44,comp_4dad78cf04c9,sal_61e4278a8d33,2021-01-22,Enterprise-500,24000,Продление,12,2021,1,22,1,4,False,2021-01
103,row_4236d1d247d1,comp_4dad78cf04c9,sal_a9d24dbc9158,2020-03-29,Расширения,10000,Продление,1,2020,3,29,1,6,True,2020-03
104,row_afeccb05142d,comp_4dad78cf04c9,sal_ef920c39ef87,2017-04-12,Расширения,11000,,6,2017,4,12,2,2,False,2017-04
105,row_b752a2931183,comp_4dad78cf04c9,sal_0bd4f026537b,2016-07-23,Enterprise-300,15000,Новая,6,2016,7,23,3,5,True,2016-07
106,row_67214d59f2c6,comp_4dad78cf04c9,sal_61e4278a8d33,2021-01-22,Расширения,12000,Продление,12,2021,1,22,1,4,False,2021-01
107,row_06acc69560ae,comp_4dad78cf04c9,sal_876ab5ac9b7b,2020-02-17,Расширения,11000,Продление,11,2020,2,17,1,0,False,2020-02
108,row_ac4880065dae,comp_4dad78cf04c9,sal_61e4278a8d33,2021-01-22,Расширения,10000,Продление,12,2021,1,22,1,4,False,2021-01
109,row_d199c3c2acee,comp_4dad78cf04c9,sal_738d3693b0f4,2020-01-22,Расширения,12000,Продление,12,2020,1,22,1,2,False,2020-01
110,row_9a2732ca7f78,comp_4dad78cf04c9,sal_2b94ee6a7e20,2021-12-22,Расширения,12000,Продление,13,2021,12,22,4,2,False,2021-12
111,row_56f24793d6bf,comp_4dad78cf04c9,sal_beeaf91522fe,2017-02-28,Расширения,10000,,1,2017,2,28,1,1,False,2017-02
112,row_d733ce5a833d,comp_4dad78cf04c9,sal_61e4278a8d33,2021-01-22,Расширения,10000,Продление,12,2021,1,22,1,4,False,2021-01
113,row_2277a805e580,comp_4dad78cf04c9,sal_38c462e39bb2,2022-12-25,Расширения,10000,Продление,13,2022,12,25,4,6,True,2022-12
114,row_30a8e2faa7c9,comp_5faccebc7a56,sal_3c455fb93902,2021-07-24,Тарифы Webinar СМБ,18000,Новая,12,2021,7,24,3,5,True,2021-07
115,row_4a4a37614558,comp_4dad78cf04c9,sal_43173e9b993a,2019-01-23,Расширения,12000,Продление,12,2019,1,23,1,2,False,2019-01
116,row_a4b37eefa5a7,comp_c21031e79de8,sal_e7e4fef88998,2015-04-01,Расширения,10000,,1,2015,4,1,2,2,False,2015-04
117,row_070f5ac3be5f,comp_c21031e79de8,sal_e7e4fef88998,2015-04-01,Тарифы Webinar СМБ,10000,,1,2015,4,1,2,2,False,2015-04
118,row_2a9fa63a53fb,comp_c21031e79de8,sal_823b9ad8d2dd,2020-03-25,Enterprise-1000,22000,Возврат,6,2020,3,25,1,2,False,2020-03
119,row_2647fbb0c7df,comp_c21031e79de8,sal_823b9ad8d2dd,2020-03-25,Расширения,12000,Возврат,6,2020,3,25,1,2,False,2020-03
120,row_8d4ad265bf37,comp_c21031e79de8,sal_518e32a1566c,2022-12-21,Enterprise-3000,65000,Продление,12,2022,12,21,4,2,False,2022-12
121,row_46237de8868c,comp_c21031e79de8,sal_518e32a1566c,2022-12-21,Расширения,10000,Продление,12,2022,12,21,4,2,False,2022-12
122,row_b404fa0c5b2b,comp_c21031e79de8,sal_4683eb6cfb3c,2015-01-11,Тарифы Webinar СМБ,10000,,1,2015,1,11,1,6,True,2015-01
123,row_bdbcf14c3142,comp_c21031e79de8,sal_4683eb6cfb3c,2015-01-11,Расширения,10000,,1,2015,1,11,1,6,True,2015-01
124,row_4c7c09f831bb,comp_5faccebc7a56,sal_5a5df85f280b,2022-07-24,Тарифы Webinar СМБ,18000,Продление,12,2022,7,24,3,6,True,2022-07
125,row_686f36691dbe,comp_5faccebc7a56,sal_fb2fb407dd66,2023-07-24,Тарифы Webinar СМБ,18000,Продление,12,2023,7,24,3,0,False,2023-07
126,row_e15d6d79eff1,comp_00e300695d72,sal_57c877458c4d,2018-04-20,Тарифы Webinar СМБ,15000,Новая,13,2018,4,20,2,4,False,2018-04
127,row_310457ece0aa,comp_c21031e79de8,sal_ffc6008ccbe6,2021-12-21,Enterprise-3000,54000,Продление,12,2021,12,21,4,1,False,2021-12
128,row_025880ff3bde,comp_c21031e79de8,sal_ffc6008ccbe6,2021-12-21,Расширения,10000,Продление,12,2021,12,21,4,1,False,2021-12
129,row_22316d5aecd3,comp_c21031e79de8,sal_36ecb624e1f3,2021-03-25,Расширения,11000,Продление,6,2021,3,25,1,3,False,2021-03
130,row_e380b009c1fc,comp_c21031e79de8,sal_0a1d05fa3cdb,2020-09-01,Расширения,14000,Продление,1,2020,9,1,3,1,False,2020-09
131,row_132b0283b8bd,comp_c21031e79de8,sal_0a1d05fa3cdb,2020-09-01,Enterprise-1000,21000,Продление,6,2020,9,1,3,1,False,2020-09
132,row_292262092662,comp_c21031e79de8,sal_36ecb624e1f3,2021-03-25,Расширения,18000,Продление,6,2021,3,25,1,3,False,2021-03
133,row_2d2d670f3dea,comp_c21031e79de8,sal_36ecb624e1f3,2021-03-25,Enterprise-2000,28000,Продление,6,2021,3,25,1,3,False,2021-03
134,row_6f21b14f880c,comp_9306188bfd01,sal_a61b6417b722,2015-05-16,Enterprise-100,11000,Новая,1,2015,5,16,2,5,True,2015-05
135,row_c8272f95f05b,comp_9306188bfd01,sal_cef07cf99970,2015-05-16,Расширения,10000,Новая,2,2015,5,16,2,5,True,2015-05
136,row_a8dd5657e907,comp_9306188bfd01,sal_cef07cf99970,2015-05-16,Расширения,10000,Новая,2,2015,5,16,2,5,True,2015-05
137,row_482deb250633,comp_9306188bfd01,sal_4bf3bee1a0a9,2021-04-13,Тарифы Webinar СМБ,10000,Возврат,1,2021,4,13,2,1,False,2021-04
138,row_045b4f7b18ad,comp_c21031e79de8,sal_734540ae5331,2020-09-25,Enterprise-1000,24000,Продление,6,2020,9,25,3,4,False,2020-09
139,row_535f3202719a,comp_c21031e79de8,sal_734540ae5331,2020-09-25,Расширения,13000,Продление,6,2020,9,25,3,4,False,2020-09
140,row_87794403a72c,comp_2ecc6bb81d15,sal_966bc28e4feb,2021-09-14,Тарифы Webinar СМБ,13000,Продление,12,2021,9,14,3,1,False,2021-09
141,row_1e1e31cbc1b6,comp_efab1231bac4,sal_d6b415836fbd,2022-10-14,Чаты,10000,Новая,12,2022,10,14,4,4,False,2022-10
142,row_7de08b59ed1e,comp_efab1231bac4,sal_8c5be0b0cc30,2015-06-19,Тарифы Webinar СМБ,10000,Новая,1,2015,6,19,2,4,False,2015-06
143,row_3bf49cd64ca6,comp_efab1231bac4,sal_be99fd6c4fe3,2015-10-25,Расширения,10000,,2,2015,10,25,4,6,True,2015-10
144,row_f423d62bb7f2,comp_efab1231bac4,sal_190bd8d64762,2015-08-15,Тарифы Webinar СМБ,11000,,1,2015,8,15,3,5,True,2015-08
145,row_1d72c4e5781a,comp_efab1231bac4,sal_5f6c9ac54797,2016-09-18,Enterprise-500,11000,,1,2016,9,18,3,6,True,2016-09
146,row_b26c0aa2eb7d,comp_efab1231bac4,sal_933da5bff26b,2017-02-15,Тарифы Webinar СМБ,10000,,1,2017,2,15,1,2,False,2017-02
147,row_e668c5405757,comp_efab1231bac4,sal_2738a3bc3715,2016-06-26,Расширения,10000,,1,2016,6,26,2,6,True,2016-06
148,row_bf27c1987cf9,comp_efab1231bac4,sal_933da5bff26b,2017-02-15,Расширения,10000,,1,2017,2,15,1,2,False,2017-02
149,row_11a3b2d626b2,comp_efab1231bac4,sal_0ea5fecffa21,2016-09-18,Расширения,10000,,1,2016,9,18,3,6,True,2016-09
150,row_b480aacee6db,comp_efab1231bac4,sal_2738a3bc3715,2016-06-26,Тарифы Webinar СМБ,10000,,6,2016,6,26,2,6,True,2016-06
151,row_a7104baa63d7,comp_9cb4a5cd2cdf,sal_0bd35010dff4,2020-05-18,Тарифы Webinar СМБ,12000,Новая,6,2020,5,18,2,0,False,2020-05
152,row_a68545244db7,comp_c55289c2c15e,sal_cdd4837445a8,2017-02-27,Тарифы Webinar СМБ,11000,Новая,1,2017,2,27,1,0,False,2017-02
153,row_912cdecb7244,comp_e352ebbeb6e4,sal_a6c7bf0c6e1f,2018-07-17,Расширения,10000,Продление,1,2018,7,17,3,1,False,2018-07
154,row_b8ad186a15cb,comp_e352ebbeb6e4,sal_a5e36784d673,2020-10-06,Расширения,10000,Продление,1,2020,10,6,4,1,False,2020-10
155,row_09c3e038ec6a,comp_e352ebbeb6e4,sal_d8802be63a15,2021-04-20,Расширения,10000,Расширение,1,2021,4,20,2,1,False,2021-04
156,row_960562f431a9,comp_e352ebbeb6e4,sal_ffdcb67138b8,2018-05-13,Расширения,10000,Продление,1,2018,5,13,2,6,True,2018-05
157,row_82adb07cec66,comp_e352ebbeb6e4,sal_a5e36784d673,2020-10-06,Тарифы Webinar СМБ,11000,Продление,1,2020,10,6,4,1,False,2020-10
158,row_0a3b29aa27a8,comp_e352ebbeb6e4,sal_756572d46b5d,2021-04-20,Тарифы Webinar СМБ,11000,Продление,1,2021,4,20,2,1,False,2021-04
159,row_94e53ed7b063,comp_e352ebbeb6e4,sal_37d564120c27,2020-12-12,Расширения,10000,Продление,1,2020,12,12,4,5,True,2020-12
160,row_8ee50e45605a,comp_e352ebbeb6e4,sal_37d564120c27,2020-12-12,Тарифы Webinar СМБ,10000,Продление,1,2020,12,12,4,5,True,2020-12
161,row_5bac94fd5a1d,comp_e352ebbeb6e4,sal_a6c7bf0c6e1f,2018-07-17,Тарифы Webinar СМБ,10000,Продление,1,2018,7,17,3,1,False,2018-07
162,row_803abdc516e4,comp_e352ebbeb6e4,sal_a6c7bf0c6e1f,2018-07-17,Расширения,10000,Продление,1,2018,7,17,3,1,False,2018-07
163,row_baf8fcdd2b1d,comp_e352ebbeb6e4,sal_f243857f830c,2020-11-09,Расширения,10000,Продление,1,2020,11,9,4,0,False,2020-11
164,row_7ee0d46d0f4d,comp_e352ebbeb6e4,sal_f243857f830c,2020-11-09,Тарифы Webinar СМБ,11000,Продление,1,2020,11,9,4,0,False,2020-11
165,row_2b9b26c75f84,comp_e352ebbeb6e4,sal_ac55936eb12e,2020-08-15,Тарифы Webinar СМБ,10000,Продление,1,2020,8,15,3,5,True,2020-08
166,row_b6ebbfd4070b,comp_e352ebbeb6e4,sal_ac55936eb12e,2020-08-15,Расширения,10000,Продление,1,2020,8,15,3,5,True,2020-08
167,row_dd4a67988245,comp_e352ebbeb6e4,sal_ffdcb67138b8,2018-05-13,Тарифы Webinar СМБ,10000,Продление,1,2018,5,13,2,6,True,2018-05
168,row_7fbdcd18f991,comp_e352ebbeb6e4,sal_2b261e6436aa,2018-09-22,Тарифы Webinar СМБ,13000,Продление,7,2018,9,22,3,5,True,2018-09
169,row_6be57d18882c,comp_e352ebbeb6e4,sal_fe2d44b16d8a,2020-09-06,Тарифы Webinar СМБ,11000,Продление,1,2020,9,6,3,6,True,2020-09
170,row_f4301cb80a0f,comp_e352ebbeb6e4,sal_7b384f009a47,2021-06-06,Расширения,10000,Продление,1,2021,6,6,2,6,True,2021-06
